x,y,z,yaw,velocity,change_flag
-1.9680,-0.0149,0,0,1.0,0
-0.9415,0.1208,0,0.1,1.4378,0
0.0551,0.2436,-0,0.1,2.2086,0
1.0596,0.3773,-0,0.1,2.0462,0
2.0717,0.4925,0,0.1,1.6886,0
3.0868,0.6279,0,0,0.9855,0
